poi_id,name,region,locality,address,postcode,longitude,latitude,category_level1,category_level2,category_level3,business_status,phone,website_domain,rating,rating_count,traffic_score,time_spent,update_month
bed0263ff5efa1a2be8706ec1c9587c2,Urology Clinic - Dr. Hassan Guedira,Souss-Massa-Draa,Agadir,"1er étage, rue marrakech, quartier l'abattoir, immeuble Tildi, Agadir 80000, Morocco",80000,-9.59100065,30.41495833,Health & Wellness,Clinics & Specialists,Surgeon,Open,+212 5288-28240,guedira-urologie.com,4.4,90.0,57.5,People typically spend up to 2.5 hours here,03-2025
06ea25caaafaf90a8a7c74717ad70cff,OPHTALMOCLINIC NOOR,Rabat-Sale-Zemmour-Zaer,Rabat,"10 Av. des Nations Unies, Rabat 10090, Morocco",10090,-6.84662041,34.00095965,Health & Wellness,Clinics & Specialists,Ophthalmology clinic,Open 24 hours,+212 5379-11911,ocn.ma,4.1,187.0,29.86,People typically spend up to 2.5 hours here,03-2025
df3a3f3e867f4902e65739234a346fa6,German Syrian Dental Clinic (Dr.Benkhadra Imad ),Hay Riad,Rabat,"villa 5, Rue Addalbout, Rabat 10100, Morocco",10100,-6.87232469,33.96294088,Health & Wellness,Clinics & Specialists,Dental clinic,Open,+212 771-326928,gsdentalclinic.ma,5.0,155.0,44.83,People typically spend up to 2 hours here,03-2025
60533e5ca290658bdd25826b0457f3b0,Centre Dentaire Mejbar,Ville Nouvelle,Fes,"Appartement 13, 2 ème étage, Résidence Badr, 62 Boulevard Med V, Fès 30000, Morocco",30000,-5.00019829,34.03672796,Health & Wellness,Clinics & Specialists,Dentist,Open,+212 624-244546,instagram.com,4.9,62.0,72.17,People typically spend up to 1.5 hours here,03-2025
b307fd3eb6e9847b394e15df1f6142f9,Dr HASSOUNY Khalid - ENT Agadir,Souss-Massa-Draa,Agadir,"3ème étage, Immeuble Ifrane 4 Av. Hassan II, Agadir 80000, Morocco",80000,-9.59317812,30.4103402,Health & Wellness,Clinics & Specialists,Otolaryngologist,Open,+212 665-121220,orl-agadir.com,4.8,110.0,60.67,People typically spend up to 2 hours here,03-2025
3b42276b0be8557d23d1c19fbbbd825a,Centre Cardiologie Casa-Anfa - Romandie,RACINE,Casablanca,"19 Bd Ibnou Sina, Casablanca 20250, Morocco",20250,-7.65304253,33.58455293,Health & Wellness,Clinics & Specialists,Medical clinic,Open 24 hours,+212 5229-43933,wlk.im,2.8,34.0,38.43,People typically spend up to 1 hour here,03-2025
e41530022542f0bdd91dd72808cbcdd0,𝘿𝙧 𝙎𝙖𝙡𝙜𝙝𝙞 𝙈𝙤𝙝𝙖𝙢𝙢𝙚𝙙-𝘿𝙚𝙣𝙩𝙞𝙨𝙩𝙚 -𝘾𝙖𝙨𝙖𝙗𝙡𝙖𝙣𝙘𝙖 -𝘽𝙤𝙪𝙧𝙜𝙤𝙜𝙣𝙚 -𝙀𝙣𝙙𝙤𝙙𝙤𝙣𝙩𝙞𝙨𝙩𝙚 -𝙁𝙖𝙘𝙚𝙩𝙩𝙚𝙨 -𝘽𝙡𝙖𝙣𝙘𝙝𝙞𝙢𝙚𝙣𝙩- 𝙐𝙧𝙜𝙚𝙣𝙘𝙚 𝙙𝙚𝙣𝙩𝙖𝙞𝙧𝙚,RACINE EXTENSION,Casablanca,"2ème Étage N°7, Rés El Alami, 55 Bd Bourgogne, Rue Abou Choujaa El-Fardi, Casablanca 20370, Morocco",20370,-7.64337212,33.59826541,Health & Wellness,Clinics & Specialists,Dentist,Open,+212 8098-84816,dentistebourgone-drsalghi.com,5.0,24.0,54.83,People typically spend up to 3 hours here,03-2025
3a4114b798d6e9bef04a6faf9b2db33b,Centre de dialyse souriyenne,Tangier-Tetouan,Tangier,"Rue Ahmed Tadili, Tanger 90000, Morocco",90000,-5.80446166,35.76752965,Health & Wellness,Clinics & Specialists,Dialysis center,Open,+212 661-188993,centredialyse-souriyenne.com,4.6,29.0,37.33,People typically spend up to 1 hour here,03-2025
4461604c2bf1b49eaf4576a0f3f83686,مصحة أكدال,Rabat-Sale-Zemmour-Zaer,Rabat,"Quartier de l, 6 place Talha, Av. Ibn Sina, Rabat 10100, Morocco",10100,-6.85359613,33.99617925,Health & Wellness,Clinics & Specialists,Medical clinic,Open 24 hours,+212 5377-77777,clinique-agdal-rabat.com,3.3,211.0,35.43,People typically spend up to 2 hours here,03-2025
b03c112e19572649ead047c13aac0e0c,Clinique Bismillah,Maghreb,Casablanca,"20033, Casablanca 20033, Morocco",20033,-7.58079343,33.53840628,Health & Wellness,Clinics & Specialists,Medical clinic,Open 24 hours,+212 5220-82323,cliniquebismillah.com,3.6,105.0,50.0,People typically spend up to 2 hours here,03-2025
f3ca6003e6f89bc1c0e9947cbd9b8bf7,clinique dentaire - Coi Rabat hay riad,Secteur 14,Rabat,"8 secteur 14 bloc R, villa 628, 10100, Morocco",10100,-6.87688141,33.94841686,Health & Wellness,Clinics & Specialists,Dentist,Open,+212 681-208150,coirabat.com,4.5,36.0,65.17,People typically spend up to 2 hours here,03-2025
716796d8f27eeaa2e72192ebd4a18587,Ghandi Clinic,Ain Chock Hay Hassani,Casablanca,"54 Bd Ghandi, Casablanca 20250, Morocco",20250,-7.6594744,33.57978368,Health & Wellness,Clinics & Specialists,Medical clinic,Open 24 hours,+212 5223-67405,ghandiclinic.com,3.7,304.0,44.43,People typically spend up to 2 hours here,03-2025
7b320737f1b7ff24b2a9f4e98d8ffced,Raiss clinic,Ville Nouvelle,Fes,"Fes 30000, Morocco",30000,-5.00914619,34.03381481,Health & Wellness,Clinics & Specialists,Medical clinic,Open 24 hours,+212 5356-21100,raissclinic.com,3.0,28.0,35.71,People typically spend up to 2 hours here,03-2025
d6bf57065791d30e289b7570e2896286,Clinique La Ménara مصحة المنارة,Quartier Administratif,Rabat,"10 Av. Moulay Abdelaziz, Rabat 10000, Morocco",10000,-6.83367575,34.01448519,Health & Wellness,Clinics & Specialists,Specialized clinic,Open 24 hours,+212 5372-02120,cliniquelamenara.ma,3.9,115.0,32.86,People typically spend up to 2.5 hours here,03-2025
8686b45e958c942fc46b131b1f8468f3,كلينيك نور NOUR Clinic,Hay Riad,Rabat,"6 Av. Al Haour, Rabat 10000, Morocco",10000,-6.87600538,33.96063189,Health & Wellness,Clinics & Specialists,Dental clinic,Open,+212 5377-18718,nourclinic.ma,4.5,155.0,41.43,People typically spend up to 2 hours here,03-2025
d6d49bf64c52c13dc40913d08c404774,Cabinet vétérinaire santa cruz,Souss-Massa-Draa,Agadir,"Agadir 80000, Morocco",80000,-9.56476643,30.42320784,Health & Wellness,Veterinary & Pet Health,Animal hospital,Open,+212 667-865469,facebook.com,4.1,111.0,62.0,People typically spend up to 2 hours here,03-2025
00b75be955c185ac0032be5267151e0a,Dr Lahlali Nawal (Chirurgien dentiste طبيبة جراحية للأسنان),Tangier-Tetouan,Tangier,"Avenue Nigeria Lotissement karima 2, Tanger 90000, Morocco",90000,-5.84032523,35.74794243,Health & Wellness,Clinics & Specialists,Dentist,Open,+212 5393-83460,dentistetanger.ma,4.4,147.0,60.33,People typically spend up to 45 min here,03-2025
b9c5a9cd45d90b17dfc86c755cc7eac6,"Centre ORL Mohammedia, Dr BENNIS - Dr LYOUBI (Nez - Oreille - Gorge)Mohammedia",Mohammedia,Mohammedia,"2ème Etage, N° 20, 21 Avenue de FAR, Mohammedia 28810, Morocco",28810,-7.39376843,33.70092929,Health & Wellness,Clinics & Specialists,Otolaryngologist,Open,+212 5233-25330,orlmohammedia.ma,4.7,270.0,66.0,People typically spend up to 1 hour here,03-2025
a55e35b078fb678a2a8e6cc2da7a0da7,Ophtalmologue Rabat Dr. GHANEM Afifa Ophtalmologiste Cabinet d'ophtalmologie,Yacoub El Mansour,Rabat,"1er Appt.2, N 1097 Av. Al Massira, Rabat 10150, Morocco",10150,-6.89448879,33.97268546,Health & Wellness,Clinics & Specialists,Ophthalmologist,Open,+212 5372-93205,drafifaghanem.ma,5.0,87.0,53.5,People typically spend up to 1.5 hours here,03-2025
c0c944291c20d87f40a10b53c1d7fb3e,Clinique Nakhil,Tetouan,Tetouan,"74 Av. Hassan II, Tétouan 93000, Morocco",93000,-5.38417985,35.56895566,Health & Wellness,Hospitals & Medical Centers,Surgical center,Open 24 hours,+212 5399-62600,cliniquenakhil.com,3.1,84.0,38.14,People typically spend up to 1.5 hours here,03-2025
e0104f2cd6a20b6944e7b70532792d9a,"Cabinet d'Ophtalmologie, Échographie Oculaire & Multidisciplinaire Dr. Karima Madbouhi",Tangier-Tetouan,Tangier,"2, Avenue Al Qods Quartier Al Majd 2ème étage, bureau no 8, Plaque Aouama, Tanger 90080, Morocco",90080,-5.80389074,35.73660637,Health & Wellness,Clinics & Specialists,Ophthalmologist,Open,+212 5393-53229,facebook.com,4.9,32.0,71.0,People typically spend up to 2.5 hours here,03-2025
a387d8320987982fda5c5b60a9dd4bef,Clinique Dentaire Internationale Agadir | المصحة الدولية للأسنان,Souss-Massa-Draa,Agadir,"En Face du Complexe Culturel Jamal Addorra, Bd 11 Janvier, Agadir 80000, Morocco",80000,-9.55252851,30.40744596,Health & Wellness,Clinics & Specialists,Dental clinic,Open,+212 5282-17504,cdia.ma,4.3,53.0,58.17,People typically spend up to 1.5 hours here,03-2025
e7b1e33edb66a46ac8a35306d7aa8d1e,Cabinet de Dermatologie Dr. Halima Benemmane,North Africa,El Jadida,"144 Angle Av Bouchaib Doukkali et, Rue de Meknes, El Jadida 24010, Morocco",24010,-8.51304448,33.24970065,Health & Wellness,Clinics & Specialists,Dermatologist,Open,+212 5233-96994,dermatologue-eljadida.com,4.7,42.0,61.8,People typically spend up to 1.5 hours here,03-2025
e12b7e661056beb5ec60d2ca8fd2c658,Dr Fayrouz Jamaoui - Pédiatre,Sidi Maârouf,Casablanca,"38 centre commercial Lina, Casablanca 20280, Morocco",20280,-7.64711855,33.51918021,Health & Wellness,Clinics & Specialists,Pediatrician,Open,+212 5227-80780,facebook.com,4.4,80.0,49.0,People typically spend up to 2.5 hours here,03-2025
ee98f69cc19c69576753eff7522b4713,Dr. KARIMI Sidki - Clinique Les Rosiers - Spécialisée ORL,Meknes-Tafilalet,Meknes,"N, 27 Rue de Yougouslavie (V, Meknes 50000, Morocco",50000,-5.55805667,33.90366356,Health & Wellness,Clinics & Specialists,Otolaryngology clinic,Open 24 hours,+212 5355-22008,cliniquelesrosiers.com,3.9,42.0,34.86,People typically spend up to 2.5 hours here,03-2025
7680a0da2ebe2b14b4180731ab666035,Clinique Dentaire Casa City Smile,Ain Chock Hay Hassani,Casablanca,"20 Rue d'Ifrane, Casablanca 20210, Morocco",20210,-7.66074238,33.57220971,Health & Wellness,Clinics & Specialists,Dental clinic,Open,+212 661-188018,casacitysmile.com,4.9,207.0,54.17,People typically spend up to 1.5 hours here,03-2025
0910f0ab5450557727eaebfd03fc6143,Groupe Radiologique De Sale,Salé,Rabat,"12 Rue Khlafa, Rabat 11000, Morocco",11000,-6.82489239,34.03238515,Health & Wellness,Medical Labs & Testing,Medical diagnostic imaging center,Open,+212 5378-82630,grouperadiologiquedesale.com,4.3,52.0,65.5,People typically spend up to 1.5 hours here,03-2025
ce31d345b5a7b598cd04e3c1701d3ccd,مصحة السلام,Tangier-Tetouan,Tangier,"10 Av. Abderrahmane El Youssoufi, Tanger 90000, Morocco",90000,-5.81220623,35.7699385,Health & Wellness,Clinics & Specialists,Medical clinic,Open 24 hours,+212 5393-22558,cliniqueassalam.com,3.2,166.0,43.67,People typically spend up to 1.5 hours here,03-2025
8c58d07db4b426ef5d661d73a62d075a,Cabinet ORL Dr Tarik ZIAD Marrakech,Marrakesh Metropolitan Area,Marrakesh,"1er étage، Boulevard Zerktouni, Immeuble Koutoubia Centre 1B, Appartement 3, Marrakesh 40000, Morocco",40000,-8.01833414,31.63520428,Health & Wellness,Clinics & Specialists,Otolaryngologist,Open,+212 5244-30222,orl-marrakech.com,4.6,137.0,60.33,People typically spend up to 1.5 hours here,03-2025
d5b9e2c0345e33dc1fc2e93fb842ed39,Hôpital privé les oliviers yasmine,Tadla-Azilal,Fquih Ben Salah,"86 Bd Allal Ben AbdAllah, Fkih Ben Salah 23200, Morocco",23200,-6.68063665,32.51052682,Health & Wellness,Clinics & Specialists,Medical clinic,Open 24 hours,+212 5234-38010,hpolivieryasmine.ma,3.8,33.0,41.86,People typically spend up to 1.5 hours here,03-2025
2ebf7cada5c7f2d385b6e5163bd0f328,Centre De Radiologie Roudani,Maghreb,Casablanca,"400 Bd Brahim Roudani, Casablanca 20100, Morocco",20100,-7.63743516,33.58078585,Health & Wellness,Clinics & Specialists,Radiologist,Open,+212 5222-52296,crr.ma,3.3,102.0,67.33,People typically spend up to 1.5 hours here,03-2025
fd1fc891c0ef4ce39a70723272f729c0,Clinique Dentaire D'Agadir,Talborjt,Agadir,"Boulevard Mohammed Cheikh Saadi, Agadir 80000, Morocco",80000,-9.58927627,30.42306091,Health & Wellness,Clinics & Specialists,Dental clinic,Open,+212 5288-48866,dentiste-agadir.com,3.9,48.0,54.5,People typically spend up to 1 hour here,03-2025
1c709fb8012cc55c29f94d0c1f4788d3,Clinique Da Vinci,TANTONVILLE,Casablanca,"709 Bd Modibo Keita, Casablanca 20000, Morocco",20000,-7.61994948,33.56174276,Health & Wellness,Clinics & Specialists,Medical clinic,Open 24 hours,+212 5228-48282,cliniquedavinci.ma,3.1,138.0,35.14,People typically spend up to 2 hours here,03-2025
c1cf6bd35a7cc8a2c856f1415fcf7e06,Docteur Sadighi,Sidi Belyout,Casablanca,"3 Rue Chérif Améziane - Angle Rue du Prince Moulay Abdellah, Casablanca 20000, Morocco",20000,-7.61873596,33.59257974,Health & Wellness,Clinics & Specialists,Ophthalmologist,Open,+212 5222-23631,sadighiophtalmo.com,4.4,143.0,40.67,People typically spend up to 3 hours here,03-2025
af2bb09e165196e7e18e1ef4b6cab8ab,Docteur El hassani Yassine Neurochirurgien,Riviera,Casablanca,"ex Jerrada, 5 Rue des Mesanges, angle boulevard Aberrahim Bouabid, Casablanca 20410, Morocco",20410,-7.64552925,33.56277181,Health & Wellness,Clinics & Specialists,Neurosurgeon,Open,+212 5222-56027,sites.google.com,4.8,186.0,44.5,People typically spend up to 1.5 hours here,03-2025
0d142261a3f250af48abfa87e77eb8e9,Clinique Badr مصحة بدر,Oujda-Angad Province,Oujda,"375, Bd Jelloul Med Lots la Colline, Près ACIMA et CHU, Oujda 60000, Morocco",60000,-1.91158071,34.65474697,Health & Wellness,Clinics & Specialists,Specialized clinic,Open 24 hours,+212 5365-32052,cliniquebadr.com,3.3,84.0,37.43,People typically spend up to 2 hours here,03-2025
752bc11b65083dd18f583724299d390c,Clinique AR-RAZI fes,Saiss,Fes,"Ain chkf, Fès 30050, Morocco",30050,-5.00565253,34.00450642,Health & Wellness,Clinics & Specialists,Medical clinic,Open 24 hours,+212 5359-68888,cliniquearrazifes.ma,3.0,123.0,49.43,People typically spend up to 2 hours here,03-2025
480d569c04dee4c9df10b6c9ab6d0547,Vision Clinic Rabat - ophtalmology,Rabat-Sale-Zemmour-Zaer,Rabat,"1er étage، 26 Av. Ibn Khaldoun, Rabat 10100, Morocco",10100,-6.8467352,34.0072667,Health & Wellness,Clinics & Specialists,Ophthalmologist,Open 24 hours,+212 5376-76666,cliniquevisionrabat.ma,3.6,321.0,31.71,People typically spend up to 2.5 hours here,03-2025
ba7589318c4bd30ef93728695b89d539,Centre Dentaire BAB AGHMAT,Marrakesh Metropolitan Area,Marrakesh,"appartement 151, boulvard Bahmad bab aghmat immeuble al khairia, Marrakesh 40000, Morocco",40000,-7.97781371,31.62404754,Health & Wellness,Clinics & Specialists,Dentist,Open,+212 639-200247,m.facebook.com,4.8,35.0,43.29,People typically spend up to 30 min here,03-2025
fcfcec61f39186e3534511af53d36002,Clinique Dentaire Lazim,Sidi Bernoussi-Zenata,Casablanca,"Boulevard Al ghadaoui Abbas, Bloc 4 lotissement 35, 36, Casablanca 20620, Morocco",20620,-7.50732842,33.61316785,Health & Wellness,Clinics & Specialists,Medical clinic,Open,+212 5227-37671,cdlazim.com,4.1,73.0,56.0,People typically spend up to 1.5 hours here,03-2025
aa0d8357ceaabf32f9a95e808f4a2e52,Radiologie 2 Mars Souna,POLO,Casablanca,"532 Av. 2 Mars, Casablanca 20000, Morocco",20000,-7.60975944,33.55747187,Health & Wellness,Clinics & Specialists,Radiologist,Open,+212 5228-00600,cmim.ma,3.0,119.0,73.67,People typically spend up to 1 hour here,03-2025
f083e30618ee3c6ef3abac6ebb231049,FEELBALANCE,Talborjt,Agadir,"شارع كينيدي زنقة افني, Agadir 80000, Morocco",80000,-9.5990149,30.42277235,Health & Wellness,Chiropractic & Holistic,Osteopath,Open,+212 776-077757,feelbalance.net,4.7,48.0,61.0,People typically spend up to 2 hours here,03-2025
3bea2489ed1452674daaff957b0eeaf6,Cabinet Professeur Aichane Abdelaziz,Maghreb,Casablanca,"40 Rue des Hopitaux, Casablanca 20250, Morocco",20250,-7.62430151,33.5796358,Health & Wellness,Clinics & Specialists,Pulmonologist,Open,+212 5222-20303,professeur-abdelaziz-aichane.com,4.1,77.0,67.33,People typically spend up to 1.5 hours here,03-2025
56e0ab9e095bbfd9170bd0928b10b9fd,Dr Fadwa Maliani - Dermatologue_DFM medical Art's clinic,Riviera,Casablanca,"I'Oasis, 36, Rue des Eperviers, RDC « Villa Houda », Casablanca 20100, Morocco",20100,-7.6407355,33.56499173,Health & Wellness,Clinics & Specialists,Dermatologist,Open,+212 5225-96747,dfm-medicalesthetic.com,4.7,113.0,51.67,People typically spend up to 1.5 hours here,03-2025
ebb24f51a76536d8fa535d409a276e5c,CABINET ORL DR BENLYAZID ADIL,Maghreb,Casablanca,"119 Bd Abdelmoumen, Casablanca 20360, Morocco",20360,-7.62798022,33.5775478,Health & Wellness,Clinics & Specialists,Otolaryngologist,Open,+212 662-630703,orl-casablanca.com,4.4,228.0,55.17,People typically spend up to 1.5 hours here,03-2025
7a9f76cd2bd1f056b21d0acf3ddd9d71,Centre Radiologie VICTOR HUGO Pr.Ass.ZIOUA Toufiq,Marrakesh Metropolitan Area,Marrakesh,"Rés. Koutoubia II, B4 AV Mohammed VI, Marrakech, Marrakech 45000, Morocco",45000,-8.02184888,31.63551471,Health & Wellness,Clinics & Specialists,Radiologist,Open,+212 5244-34242,radiologievictorhugo.com,4.2,149.0,55.83,People typically spend up to 2 hours here,03-2025
419b162b4a13ffce27fcf324ebd2cca3,Clinique parc,Maghreb,Casablanca,"et rue chant d'oiseaux - Hermitage, Angle All. de l'Aude, Casablanca 20330, Morocco",20330,-7.61742143,33.56365431,Health & Wellness,Clinics & Specialists,Medical clinic,Open 24 hours,+212 5222-86464,facebook.com,4.4,60.0,31.0,People typically spend up to 2 hours here,03-2025
297a3177e75cd3c2fe1ceea8ea3ba32d,ORL Marrakech - Pr Nouri Hassan,Marrakesh Metropolitan Area,Marrakesh,"App N6, 2eme étage, Res Amitaf, Av. Yacoub El Mansour, Marrakech 40000, Morocco",40000,-8.01291186,31.63745122,Health & Wellness,Clinics & Specialists,Otolaryngologist,Open,+212 5244-20459,prnourihassan.ma,4.2,94.0,64.0,People typically spend up to 1.5 hours here,03-2025
10ab628d2aff0f7d94bb40195ef0287c,Clinique Abdelmoumen,Maghreb,Casablanca,"Bd Abdelmoumen, Casablanca 20250, Morocco",20250,-7.63005773,33.56511996,Health & Wellness,Clinics & Specialists,Medical clinic,Open 24 hours,+212 5229-80298,cliniqueabdelmoumen.com,3.1,55.0,36.57,People typically spend up to 2 hours here,03-2025
3c0ab4f90f5407ceb2d42f540f03f4c1,"Clinique Internationale Al Badie Fès ""CIB Fès""",North Africa,Fes,"355 lotissement jardins el badie, Ain chkf, Fès 30000, Morocco",30000,-5.0142111,33.98789015,Health & Wellness,Clinics & Specialists,Medical clinic,Open 24 hours,+212 5359-71500,cib-maroc.com,4.0,414.0,46.71,People typically spend up to 2 hours here,03-2025
838c815c6d3d0565323382f559e5f808,Dr Mohamed EL BAGHOULI,Mandarona,Casablanca,"2ème étage, numéro 11, résidence assakane alanik, 404 Bd El Qods, Casablanca 20460, Morocco",20460,-7.61437125,33.53399689,Health & Wellness,Clinics & Specialists,Urologist,Open,+212 5228-70888,urologue-casablanca.com,4.9,300.0,54.83,People typically spend up to 1.5 hours here,03-2025
bdf0531a3cd1599b1f95da340d2f019c,Bennouna Faïssel (Dentist),Maghreb,Casablanca,"Angle Bd Zerktouni et Bd de la Corniche Quartier Bourgogne, Casablanca 20045, Morocco",20045,-7.64332997,33.60362711,Health & Wellness,Clinics & Specialists,Dentist,Open,+212 5222-95282,drfaisselbennouna.com,4.4,22.0,56.67,People typically spend up to 2 hours here,03-2025
b011f253c9be45d3aa0068604df2f3ad,عيادة بيطرية البحيرة,North Africa,Essaouira,"1,immeuble Errazi sidi magdoul, Essaouira 44000, Morocco",44000,-9.76371892,31.49526224,Health & Wellness,Clinics & Specialists,Medical office,Open,+212 5244-74359,adnanvet.com,4.8,88.0,40.67,People typically spend up to 45 min here,03-2025
72e364ac328cf0eac09075ead9418780,Cabinet de Gastro-Entérologie Dr Loudghiri Sara,Rabat-Sale-Zemmour-Zaer,Rabat,"Appt 14 Imm، 7 Rue Rais Marcil, Rabat 10050, Morocco",10050,-6.85965127,34.01192917,Health & Wellness,Clinics & Specialists,Gastroenterologist,Open,+212 5376-96924,facebook.com,4.5,113.0,65.83,People typically spend up to 1.5 hours here,03-2025
e0e2904ecd3f6798854349628b38997b,Dr BENHALIMA - Centre de Cardiologie Les 3 Cœurs,Marrakesh Metropolitan Area,Marrakesh,"Quartier Hôpital Civil, Rue Allal Ben Ahmed, Marrakech 40000, Morocco",40000,-8.01711588,31.63968173,Health & Wellness,Clinics & Specialists,Cardiologist,Open,+212 5244-31400,centrecardio3coeurs.com,4.6,69.0,50.5,People typically spend up to 2 hours here,03-2025
e53bdaa5baf054d0ebe7303cb1f4e4a9,"Cabinet de Dermatologie, Medico-Chirurgicale & de Médecine Esthétique Dr. Safae Zinoune",Taza-Al Hoceima-Taounate,Taza,"N° 5, 12, Rue Allal Ben Abdallah, Imm Salam, 2 ème étage, Taza 35000, Morocco",35000,-4.00935254,34.22119517,Health & Wellness,Clinics & Specialists,Dermatologist,Open,+212 696-397875,m.facebook.com,4.6,29.0,59.2,People typically spend up to 2.5 hours here,03-2025
2d4707324e632d2a5113a61076d680fd,Clinique Grand ATLAS,Marrakesh Metropolitan Area,Marrakesh,"38 Lot, Marrakech 40000, Morocco",40000,-8.04433872,31.65105438,Health & Wellness,Clinics & Specialists,Medical clinic,Open 24 hours,+212 5243-93900,clinique-grand-atlas.ma,3.0,211.0,43.43,People typically spend up to 2.5 hours here,03-2025
02fe5b168c3f74123a3791570073330d,Dr. Rachadi Zineb,Marrakesh Metropolitan Area,Marrakesh,"1er étage, Bureau 1, Quartier Massira 2A, Centre d’Affaires AL WIFAQ, Av. Hassan 2, Imm 825, Marrakech 40000, Morocco",40000,-8.06516339,31.63076126,Health & Wellness,Clinics & Specialists,Dermatologist,Open,+212 652-663032,instagram.com,4.4,79.0,62.5,People typically spend up to 1.5 hours here,03-2025
812a0df26ccafaadf0b01fcb7f312108,Clinique Longchamps,Ain Chock Hay Hassani,Casablanca,"1 Bd Ghandi, Casablanca 20250, Morocco",20250,-7.66345368,33.58189958,Health & Wellness,Hospitals & Medical Centers,Surgical center,Open 24 hours,+212 5229-79494,cliniquelongchamps.ma,3.9,62.0,35.71,People typically spend up to 1.5 hours here,03-2025
